Zaman(s),Raw_Ax,Raw_Ay,Raw_Az,Raw_Gx,Raw_Gy,Raw_Gz,Angle_X,Angle_Y,Angle_Z,Filt_Ax,Filt_Ay,Filt_Az,Filt_Gx,Filt_Gy,Filt_Gz
7.0531,2440,270,16227,13,-9,128,163,135,122,2359,566,16403,3,7,36
7.0532,2648,-862,16403,4,-32,118,163,135,122,2379,492,16359,5,3,59
7.0693,2436,278,16331,-3,-42,44,165,130,122,2446,153,16370,4,-6,73
7.0851,2392,318,16483,-3,-35,19,165,130,122,2443,184,16360,2,-15,65
7.0852,2440,246,16299,-7,-42,9,165,130,122,2430,217,16390,0,-20,53
7.101,2404,330,16487,-5,-40,9,166,131,122,2432,224,16367,-2,-26,42
7.1173,2388,338,16459,-3,-41,6,166,131,122,2425,250,16397,-3,-30,33
7.1173,2396,398,16455,-2,-52,8,165,132,122,2415,272,16412,-3,-33,26
7.1328,2388,358,16447,-5,-65,7,165,132,122,2410,303,16422,-3,-38,21
7.1489,2376,354,16471,-8,-79,6,165,132,122,2404,316,16428,-4,-45,17
7.149,2380,358,16599,-3,-89,8,165,132,122,2397,325,16438,-5,-54,14
7.165,2488,406,16243,-4,-94,7,165,133,122,2392,333,16478,-5,-63,12
7.1651,2424,366,16507,-4,-89,9,165,133,122,2416,351,16419,-5,-71,10
7.1809,2492,286,16415,-5,-100,8,165,133,122,2418,354,16441,-5,-76,9
7.1968,2448,350,16535,-6,-116,8,165,133,122,2436,337,16434,-5,-82,8
7.1969,2444,310,16323,-7,-150,8,166,133,122,2439,340,16459,-6,-91,8
7.2129,2408,358,16691,-6,-160,8,166,133,122,2440,332,16425,-7,-106,8
7.2293,2112,302,17599,3,-231,7,166,133,122,2432,338,16491,-7,-120,8
7.2294,2044,374,17831,19,-487,9,166,133,122,2352,329,16768,-5,-148,7
7.2448,2400,378,17091,27,-773,10,162,133,122,2275,340,17033,1,-233,7
